Time,Temperature,Pressure,Altitude
5/18/2026 16:08:39,25.5,909.67,873.88
5/18/2026 16:09:13,25.6,909.75,873.15
5/18/2026 16:09:48,25.6,909.79,872.79
5/18/2026 16:10:22,25.6,909.75,873.15
5/18/2026 16:10:56,25.6,909.68,873.79
5/18/2026 16:11:30,25.5,909.78,872.88
5/18/2026 16:12:04,25.6,909.77,872.97
5/18/2026 16:12:39,25.6,909.8,872.7
5/18/2026 16:13:15,25.6,909.8,872.7
5/18/2026 16:13:49,25.4,909.73,873.33
5/18/2026 16:14:24,25.6,909.81,872.6
5/18/2026 16:14:58,25.5,909.69,873.7
5/18/2026 16:15:31,25.3,909.76,873.06
5/18/2026 16:16:07,25.3,909.67,873.88
5/18/2026 16:16:41,25.3,909.72,873.42
5/18/2026 16:17:15,25.3,909.74,873.24
5/18/2026 16:17:49,25.4,909.78,872.88
5/18/2026 16:18:22,25.3,909.75,873.15
5/18/2026 16:18:57,25.3,909.7,873.6
5/18/2026 16:19:31,25.4,909.8,872.7
5/18/2026 16:20:05,25.3,909.83,872.42
5/18/2026 16:20:40,25.3,909.8,872.7
5/18/2026 16:21:14,25.2,909.99,870.97
5/18/2026 16:21:49,25.2,909.91,871.7
5/18/2026 16:22:22,25.1,909.99,870.97
5/18/2026 16:22:57,25.1,910.07,870.24
5/18/2026 16:23:30,25.2,910.14,869.61
5/18/2026 16:24:05,25.2,910.13,869.7
5/18/2026 16:24:39,25.3,910.14,869.61
5/18/2026 16:25:17,25.3,910.11,869.88
5/18/2026 16:25:51,25.4,910.23,868.79
5/18/2026 16:26:24,25.3,910.28,868.33
5/18/2026 16:26:59,25.4,910.14,869.61
5/18/2026 16:27:33,25.4,910.22,868.88
5/18/2026 16:28:07,25.4,910.35,867.7
5/18/2026 16:28:44,25.3,910.36,867.61
5/18/2026 16:29:18,25.4,910.45,866.79
5/18/2026 16:29:52,25.3,910.46,866.7
5/18/2026 16:30:29,25.3,910.49,866.43
5/18/2026 16:31:04,25.4,910.56,865.79
5/18/2026 16:31:40,25.4,910.51,866.24
5/18/2026 16:32:15,25.4,910.55,865.88
5/18/2026 16:32:51,25.3,910.58,865.61
5/18/2026 16:33:33,25.2,910.63,865.15
5/18/2026 16:34:07,25.3,910.69,864.61
5/18/2026 16:34:42,25.3,910.81,863.52
5/18/2026 16:35:16,25.3,910.78,863.79
5/18/2026 16:35:50,25.3,910.78,863.79
5/18/2026 16:36:24,25.2,910.87,862.97
5/18/2026 16:36:59,25.2,910.88,862.88
5/18/2026 16:37:36,25.1,910.91,862.61
5/18/2026 16:38:23,25.1,910.95,862.25
5/18/2026 16:38:52,25.2,911,861.79
5/18/2026 16:39:27,25.2,911.08,861.07
5/18/2026 16:40:02,25.2,911.16,860.34
5/18/2026 16:40:36,25.1,911.18,860.16
5/18/2026 16:41:09,25.2,911.15,860.43
5/18/2026 16:41:43,25.4,911.2,859.98
5/18/2026 16:42:17,25.3,911.16,860.34
5/18/2026 16:42:51,25.4,911.21,859.89
5/18/2026 16:43:25,25.5,911.28,859.25
5/18/2026 16:43:59,25.5,911.38,858.34
5/18/2026 16:44:34,25.5,911.44,857.8
5/18/2026 16:45:09,25.6,911.5,857.25
5/18/2026 16:45:42,25.6,911.48,857.44
5/18/2026 16:46:16,25.7,911.49,857.35
5/18/2026 16:46:50,25.6,911.46,857.62
5/18/2026 16:47:24,25.7,911.51,857.16
5/18/2026 16:47:58,25.6,911.45,857.71
5/18/2026 16:48:32,25.6,911.48,857.44
5/18/2026 16:49:11,25.6,911.48,857.44
5/18/2026 16:49:49,25.4,911.41,858.07
5/18/2026 16:50:23,25.5,911.34,858.71
5/18/2026 16:50:57,25.5,911.29,859.16
5/18/2026 16:51:32,25.5,911.27,859.34
5/18/2026 16:52:05,25.5,911.27,859.34
5/18/2026 16:52:42,25.4,911.34,858.71
5/18/2026 16:53:16,25.4,911.25,859.52
5/18/2026 16:53:49,25.3,911.3,859.07
5/18/2026 16:54:25,25.5,911.26,859.43
5/18/2026 16:54:59,25.6,911.33,858.8
5/18/2026 16:55:33,25.5,911.31,858.98
5/18/2026 16:56:06,25.5,911.23,859.71
5/18/2026 16:56:40,25.5,911.34,858.71
5/18/2026 16:57:20,25.6,911.32,858.89
5/18/2026 16:57:54,25.6,911.31,858.98
5/18/2026 16:58:28,25.7,911.22,859.8
5/18/2026 16:59:02,25.7,911.21,859.89
5/18/2026 16:59:41,25.6,911.2,859.98
5/18/2026 17:00:15,25.7,911.23,859.71
5/18/2026 17:00:49,25.7,911.13,860.61
5/18/2026 17:01:26,25.7,911.22,859.8
5/18/2026 17:02:00,25.7,911.23,859.71
5/18/2026 17:02:39,25.7,911.24,859.61
5/18/2026 17:03:13,25.7,911.18,860.16
5/18/2026 17:03:47,25.6,911.28,859.25
5/18/2026 17:04:21,25.6,911.39,858.25
5/18/2026 17:04:58,25.6,911.46,857.62
5/18/2026 17:05:34,25.7,911.52,857.07
5/18/2026 17:06:09,25.7,911.63,856.07
5/18/2026 17:06:42,25.6,911.66,855.8
5/18/2026 17:07:17,25.7,911.74,855.08
5/18/2026 17:07:51,25.7,911.69,855.53
5/18/2026 17:08:25,25.7,911.8,854.53
5/18/2026 17:08:59,25.7,911.83,854.26
5/18/2026 17:09:33,25.3,911.76,854.89
5/18/2026 17:10:07,25.4,911.8,854.53
5/18/2026 17:10:42,25.4,911.82,854.35
5/18/2026 17:11:17,25.3,911.87,853.9
5/18/2026 17:11:51,25.4,911.83,854.26
5/18/2026 17:12:25,25.4,911.94,853.26
5/18/2026 17:13:00,25.4,911.91,853.53
5/18/2026 17:13:35,25.5,911.97,852.99
5/18/2026 17:14:09,25.5,912.01,852.63
5/18/2026 17:14:43,25.6,912.02,852.54
5/18/2026 17:15:18,25.7,912.07,852.08
5/18/2026 17:15:52,25.7,912.05,852.26
5/18/2026 17:16:27,25.5,911.99,852.81
5/18/2026 17:17:00,25.6,912.02,852.54
5/18/2026 17:17:34,25.6,912.05,852.26
5/18/2026 17:18:08,25.6,912.13,851.54
5/18/2026 17:18:42,25.5,912.1,851.81
5/18/2026 17:19:15,25.4,912.15,851.36
5/18/2026 17:19:49,25.5,912.13,851.54
5/18/2026 17:20:24,25.5,912.21,850.81
5/18/2026 17:20:58,25.4,912.21,850.81
5/18/2026 17:21:32,25.3,912.22,850.72
5/18/2026 17:22:06,25.3,912.28,850.18
5/18/2026 17:22:41,25.2,912.34,849.63
5/18/2026 17:23:14,25.3,912.33,849.72
5/18/2026 17:23:48,25.3,912.28,850.18
5/18/2026 17:24:24,25.3,912.35,849.54
5/18/2026 17:24:57,25.2,912.34,849.63
5/18/2026 17:25:33,25.1,912.37,849.36
5/18/2026 17:26:07,25.3,912.39,849.18
5/18/2026 17:26:41,25.3,912.39,849.18
5/18/2026 17:27:15,25.2,912.47,848.45
5/18/2026 17:28:27,25.2,912.48,848.36
5/18/2026 17:29:01,25.1,912.4,849.09
5/18/2026 17:29:35,25.1,912.47,848.45
5/18/2026 17:30:09,25.1,912.43,848.82
5/18/2026 17:30:43,25,912.47,848.45
5/18/2026 17:31:18,25,912.46,848.54
5/18/2026 17:31:52,25.1,912.56,847.64
5/18/2026 17:32:27,25.1,912.59,847.37
5/18/2026 17:33:01,24.9,912.53,847.91
5/18/2026 17:33:35,25.2,912.58,847.46
5/18/2026 17:34:12,25.2,912.64,846.91
5/18/2026 17:34:46,25,912.65,846.82
5/18/2026 17:35:21,24.9,912.7,846.37
5/18/2026 17:35:56,24.9,912.7,846.37
5/18/2026 17:36:33,25.2,912.74,846.01
5/18/2026 17:37:23,25.5,912.79,845.55
5/18/2026 17:38:23,25.8,912.81,845.37
5/18/2026 17:38:58,25.9,912.82,845.28
5/18/2026 17:39:32,26,912.78,845.64
5/18/2026 17:40:06,26.1,912.82,845.28
5/18/2026 17:40:42,26.3,912.79,845.55
5/18/2026 17:41:27,26.4,912.74,846.01
5/18/2026 17:42:38,26.6,912.66,846.73
5/18/2026 17:43:14,26.5,912.64,846.91
5/18/2026 17:43:50,26.6,912.54,847.82
5/18/2026 17:44:25,26.7,912.51,848.09
5/18/2026 17:45:06,26.8,912.47,848.45
5/18/2026 17:45:43,26.9,912.47,848.45
5/18/2026 17:46:19,26.9,912.51,848.09
5/18/2026 17:46:55,27,912.51,848.09
5/18/2026 17:47:29,27.1,912.52,848
5/18/2026 17:48:04,27,912.59,847.37
5/18/2026 17:48:37,27.3,912.59,847.37
5/18/2026 17:49:11,27.3,912.65,846.82
5/18/2026 17:49:47,27.2,912.69,846.46
5/18/2026 17:50:22,27.3,912.77,845.73
5/18/2026 17:50:56,27.1,912.82,845.28
5/18/2026 17:51:30,27.3,912.86,844.92
5/18/2026 17:52:05,27.3,912.9,844.56
5/18/2026 17:52:45,27.6,913.03,843.38
5/18/2026 17:53:19,27.6,913.01,843.56
5/18/2026 17:53:57,27.6,913.08,842.92
5/18/2026 17:54:32,27.9,913.09,842.83
5/18/2026 17:55:13,27.7,913.1,842.74
5/18/2026 17:55:48,27.4,913.07,843.01
5/18/2026 17:56:23,27,913.1,842.74
5/18/2026 17:56:58,26.5,913.07,843.01
5/18/2026 17:57:34,26.1,913.05,843.2
5/18/2026 17:58:42,25.6,912.99,843.74
5/18/2026 17:59:15,25.7,912.97,843.92
5/18/2026 17:59:49,25.9,912.95,844.1
5/18/2026 18:00:24,26.3,912.95,844.1
5/18/2026 18:00:57,26.5,912.93,844.28
5/18/2026 18:01:31,26.8,912.88,844.74
5/18/2026 18:02:05,27,912.86,844.92
5/18/2026 18:02:39,27.2,912.88,844.74
5/18/2026 18:03:15,27.4,912.85,845.01
5/18/2026 18:03:49,27.6,912.93,844.28
5/18/2026 18:04:24,27.7,912.92,844.37
5/18/2026 18:04:58,27.9,912.86,844.92
5/18/2026 18:05:33,28,913,843.65
5/18/2026 18:06:08,28.1,912.99,843.74
5/18/2026 18:06:42,28.1,912.95,844.1
5/18/2026 18:07:17,28.3,912.99,843.74
5/18/2026 18:07:50,28.4,912.96,844.01
5/18/2026 18:08:24,28.4,913.03,843.38
5/18/2026 18:08:58,28.5,912.96,844.01
5/18/2026 18:09:33,28.5,913.02,843.47
5/18/2026 18:10:06,28.5,912.95,844.1
5/18/2026 18:10:41,28.6,912.84,845.1
5/18/2026 18:11:16,28.7,912.91,844.47
5/18/2026 18:11:50,28.7,912.85,845.01
5/18/2026 18:12:24,28.7,912.77,845.73
5/18/2026 18:12:58,28.8,912.82,845.28
5/18/2026 18:13:32,28.8,912.79,845.55
5/18/2026 18:14:06,28.9,912.71,846.28
5/18/2026 18:14:39,28.9,912.73,846.1
5/18/2026 18:15:13,28.9,912.81,845.37
5/18/2026 18:15:47,28.9,912.79,845.55
5/18/2026 18:16:21,28.9,912.8,845.46
5/18/2026 18:16:55,28.9,912.81,845.37
5/18/2026 18:17:29,29,912.83,845.19
5/18/2026 18:18:03,29,912.8,845.46
5/18/2026 18:18:36,29,912.8,845.46
5/18/2026 18:19:10,28.9,912.76,845.82
5/18/2026 18:19:44,29.1,912.86,844.92
5/18/2026 18:20:19,29,912.8,845.46
5/18/2026 18:20:53,29.1,912.89,844.65
5/18/2026 18:21:27,29.1,912.85,845.01
5/18/2026 18:22:01,29,912.88,844.74
5/18/2026 18:22:36,29,912.85,845.01
5/18/2026 18:23:11,29.1,912.92,844.37
5/18/2026 18:23:45,29,912.88,844.74
5/18/2026 18:24:19,29,912.93,844.28
5/18/2026 18:24:53,29.1,912.95,844.1
5/18/2026 18:25:28,29.1,912.98,843.83
5/18/2026 18:26:03,29.1,912.95,844.1
5/18/2026 18:26:36,29.1,913.05,843.2
5/18/2026 18:27:10,29.1,913.01,843.56
5/18/2026 18:27:44,29.1,913.07,843.01
5/18/2026 18:28:21,29,913.1,842.74
5/18/2026 18:28:55,29,913.08,842.92
5/18/2026 18:29:30,29,913.1,842.74
5/18/2026 18:30:06,29,913.04,843.29
5/18/2026 18:30:40,29.1,913.13,842.47
5/18/2026 18:31:14,29,913.11,842.65
5/18/2026 18:31:48,29,913.09,842.83
5/18/2026 18:32:21,29.1,913.03,843.38
5/18/2026 18:32:55,29.1,913.05,843.2
5/18/2026 18:33:29,29.2,913.02,843.47
5/18/2026 18:34:04,29.2,912.93,844.28
5/18/2026 18:34:39,29.1,913.01,843.56
5/18/2026 18:35:14,29.2,912.99,843.74
5/18/2026 18:35:48,29.1,912.96,844.01
5/18/2026 18:36:22,29.1,913,843.65
5/18/2026 18:36:56,29.1,912.99,843.74
5/18/2026 18:37:30,29.1,913.05,843.2
5/18/2026 18:38:04,29.1,913.01,843.56
5/18/2026 18:38:39,29.2,913.11,842.65
5/18/2026 18:39:13,29.2,913.03,843.38
5/18/2026 18:39:47,29.3,913.11,842.65
5/18/2026 18:40:21,29.2,913.07,843.01
5/18/2026 18:40:54,29.2,913.13,842.47
5/18/2026 18:41:28,29.1,913.13,842.47
5/18/2026 18:42:02,29.2,913.15,842.29
5/18/2026 18:42:36,29.2,913.15,842.29
5/18/2026 18:43:11,29.2,913.13,842.47
5/18/2026 18:43:45,29.3,913.12,842.56
5/18/2026 18:44:19,29.4,913.14,842.38
5/18/2026 18:44:53,29.2,913.14,842.38
5/18/2026 18:45:27,29.3,913.11,842.65
5/18/2026 18:46:01,29.3,913.14,842.38
5/18/2026 18:46:34,29.3,912.99,843.74
5/18/2026 18:47:08,29.3,913.19,841.93
5/18/2026 18:47:42,29.3,913.12,842.56
5/18/2026 18:48:17,29.4,913.12,842.56
5/18/2026 18:48:53,29.5,913.07,843.01
5/18/2026 18:49:27,29.4,913.1,842.74
5/18/2026 18:50:01,29.4,913,843.65
5/18/2026 18:50:35,29.5,913.04,843.29
5/18/2026 18:51:09,29.4,913,843.65
5/18/2026 18:51:44,29.4,913.04,843.29
5/18/2026 18:52:18,29.4,913.01,843.56
5/18/2026 18:52:52,29.4,913,843.65
5/18/2026 18:53:26,29.4,913.02,843.47
5/18/2026 18:53:59,29.6,913,843.65
5/18/2026 18:54:33,29.6,913.04,843.29
5/18/2026 18:55:07,29.7,913.07,843.01
5/18/2026 18:55:41,29.6,913,843.65
5/18/2026 18:56:15,29.6,912.99,843.74
5/18/2026 18:56:50,29.7,913.09,842.83
5/18/2026 18:57:24,29.7,913.12,842.56
5/18/2026 18:58:03,29.7,913.04,843.29
5/18/2026 18:58:35,29.8,913.12,842.56
5/18/2026 18:59:09,29.8,913.1,842.74
5/18/2026 18:59:45,29.9,913.09,842.83
5/18/2026 19:00:22,29.9,913.07,843.01
5/18/2026 19:00:57,29.9,913.14,842.38
5/18/2026 19:01:31,30,913.19,841.93
5/18/2026 19:02:08,30,913.07,843.01
5/18/2026 19:02:46,30,913.04,843.29
5/18/2026 19:03:21,30.1,913.11,842.65
5/18/2026 19:03:55,30.2,913.06,843.11
5/18/2026 19:04:29,30.2,913.02,843.47
5/18/2026 19:05:03,30.3,913.08,842.92
5/18/2026 19:05:39,30.3,913.06,843.11
5/18/2026 19:06:14,30.3,913.08,842.92
5/18/2026 19:06:48,30.3,913.06,843.11
5/18/2026 19:07:22,30.3,913.09,842.83
5/18/2026 19:07:56,30.4,913.1,842.74
5/18/2026 19:08:30,30.5,913.19,841.93
5/18/2026 19:09:04,30.5,913.2,841.84
5/18/2026 19:09:38,30.6,913.21,841.75
5/18/2026 19:10:12,30.5,913.29,841.02
5/18/2026 19:10:48,30.6,913.27,841.2
5/18/2026 19:11:23,30.6,913.32,840.75
5/18/2026 19:11:58,30.7,913.38,840.21
5/18/2026 19:12:33,30.7,913.43,839.75
5/18/2026 19:13:08,30.8,913.49,839.21
5/18/2026 19:13:42,30.8,913.49,839.21
5/18/2026 19:14:16,30.8,913.51,839.03
5/18/2026 19:14:52,30.8,913.57,838.48
5/18/2026 19:15:26,30.7,913.6,838.21
5/18/2026 19:16:01,30.9,913.67,837.58
5/18/2026 19:16:36,31,913.68,837.49
5/18/2026 19:17:10,30.9,913.71,837.22
5/18/2026 19:17:45,31,913.73,837.03
5/18/2026 19:18:20,31,913.71,837.22
5/18/2026 19:18:55,31,913.75,836.85
5/18/2026 19:19:30,31.1,913.71,837.22
5/18/2026 19:20:05,31.2,913.73,837.03
5/18/2026 19:20:39,31.2,913.65,837.76
5/18/2026 19:21:13,31.2,913.66,837.67
5/18/2026 19:21:47,31.1,913.69,837.4
5/18/2026 19:22:20,31.1,913.7,837.31
5/18/2026 19:22:55,31.1,913.72,837.13
5/18/2026 19:23:29,31.1,913.69,837.4
5/18/2026 19:24:05,31.1,913.66,837.67
5/18/2026 19:24:39,31.2,913.63,837.94
5/18/2026 19:25:14,31.2,913.66,837.67
5/18/2026 19:25:47,31.2,913.68,837.49
5/18/2026 19:26:21,31.2,913.58,838.39
5/18/2026 19:26:55,31.2,913.6,838.21
5/18/2026 19:27:30,31.3,913.59,838.3
5/18/2026 19:28:07,31.3,913.51,839.03
5/18/2026 19:28:41,31.3,913.51,839.03
5/18/2026 19:29:16,31.4,913.56,838.57
5/18/2026 19:29:50,31.4,913.45,839.57
5/18/2026 19:30:24,31.4,913.49,839.21
5/18/2026 19:30:59,31.4,913.53,838.85
5/18/2026 19:31:33,31.4,913.49,839.21
5/18/2026 19:32:08,31.4,913.42,839.84
5/18/2026 19:32:42,31.5,913.58,838.39
5/18/2026 19:33:16,31.5,913.57,838.48
5/18/2026 19:33:50,31.4,913.52,838.94
5/18/2026 19:34:25,31.4,913.56,838.57
5/18/2026 19:34:58,31.4,913.53,838.85
5/18/2026 19:35:35,31.5,913.63,837.94
5/18/2026 19:36:10,31.5,913.64,837.85
5/18/2026 19:36:45,31.6,913.65,837.76
5/18/2026 19:37:18,31.5,913.58,838.39
5/18/2026 19:37:53,31.6,913.62,838.03
5/18/2026 19:38:27,31.7,913.65,837.76
5/18/2026 19:39:03,31.7,913.67,837.58
5/18/2026 19:39:37,31.7,913.66,837.67
5/18/2026 19:40:11,31.7,913.67,837.58
5/18/2026 19:40:45,31.7,913.67,837.58
5/18/2026 19:41:19,31.8,913.66,837.67
5/18/2026 19:41:53,31.8,913.63,837.94
5/18/2026 19:42:27,31.8,913.64,837.85
5/18/2026 19:43:04,31.8,913.66,837.67
5/18/2026 19:43:37,31.8,913.65,837.76
5/18/2026 19:44:11,31.8,913.62,838.03
5/18/2026 19:44:46,31.9,913.61,838.12
5/18/2026 19:45:20,31.9,913.65,837.76
5/18/2026 19:45:54,31.8,913.62,838.03
5/18/2026 19:46:29,32,913.65,837.76
5/18/2026 19:47:03,32,913.61,838.12
5/18/2026 19:47:38,31.9,913.63,837.94
5/18/2026 19:48:11,31.9,913.51,839.03
5/18/2026 19:48:46,31.9,913.6,838.21
5/18/2026 19:49:21,32.1,913.52,838.94
5/18/2026 19:49:55,32.1,913.57,838.48
5/18/2026 19:50:31,32,913.58,838.39
5/18/2026 19:51:06,32,913.53,838.85
5/18/2026 19:51:40,32.1,913.45,839.57
5/18/2026 19:52:15,32.2,913.43,839.75
5/18/2026 19:52:50,32.2,913.38,840.21
5/18/2026 19:53:26,32.2,913.45,839.57
5/18/2026 19:54:00,32.2,913.33,840.66
5/18/2026 19:54:34,32.2,913.38,840.21
5/18/2026 19:55:09,32.2,913.41,839.93
5/18/2026 19:55:43,32.2,913.41,839.93
5/18/2026 19:56:17,32.3,913.41,839.93
5/18/2026 19:56:53,32.4,913.33,840.66
5/18/2026 19:57:30,32.4,913.34,840.57
5/18/2026 19:58:03,32.3,913.33,840.66
5/18/2026 19:58:37,32.4,913.33,840.66
5/18/2026 19:59:14,32.3,913.37,840.3
5/18/2026 19:59:47,32.3,913.35,840.48
5/18/2026 20:00:21,32.4,913.39,840.11
5/18/2026 20:00:55,32.4,913.39,840.11
5/18/2026 20:01:29,32.4,913.33,840.66
5/18/2026 20:02:03,32.5,913.39,840.11
5/18/2026 20:02:37,32.5,913.38,840.21
5/18/2026 20:03:11,32.4,913.45,839.57
5/18/2026 20:03:45,32.5,913.45,839.57
5/18/2026 20:04:19,32.4,913.43,839.75
5/18/2026 20:04:53,32.5,913.38,840.21
5/18/2026 20:05:27,32.5,913.41,839.93
5/18/2026 20:06:01,32.6,913.41,839.93
5/18/2026 20:06:36,32.5,913.43,839.75
5/18/2026 20:07:10,32.6,913.42,839.84
5/18/2026 20:07:46,32.6,913.43,839.75
5/18/2026 20:08:20,32.7,913.35,840.48
5/18/2026 20:08:54,32.6,913.43,839.75
5/18/2026 20:09:29,32.7,913.39,840.11
5/18/2026 20:10:04,32.6,913.37,840.3
5/18/2026 20:10:39,32.6,913.34,840.57
5/18/2026 20:11:14,32.7,913.42,839.84
5/18/2026 20:11:53,32.8,913.37,840.3
5/18/2026 20:12:27,32.7,913.34,840.57
5/18/2026 20:13:05,32.7,913.39,840.11
5/18/2026 20:13:37,32.7,913.41,839.93
5/18/2026 20:14:13,32.8,913.42,839.84
5/18/2026 20:14:46,32.8,913.44,839.66
5/18/2026 20:15:21,32.8,913.41,839.93
5/18/2026 20:15:54,32.8,913.42,839.84
5/18/2026 20:17:04,32.7,913.36,840.39
5/18/2026 20:17:39,32.7,913.41,839.93
5/18/2026 20:18:13,32.8,913.39,840.11
5/18/2026 20:18:48,32.8,913.39,840.11
5/18/2026 20:19:13,32.7,913.38,840.21
5/18/2026 20:19:22,32.9,913.34,840.57
5/18/2026 20:19:56,32.8,913.4,840.02
5/18/2026 20:20:31,32.9,913.39,840.11
5/18/2026 20:21:05,32.8,913.49,839.21
5/18/2026 20:21:40,32.9,913.41,839.93
5/18/2026 20:22:14,32.9,913.53,838.85
5/18/2026 20:22:48,33,913.47,839.39
5/18/2026 20:23:21,33,913.47,839.39
5/18/2026 20:23:58,32.9,913.38,840.21
5/18/2026 20:24:32,32.9,913.52,838.94
5/18/2026 20:25:06,33,913.46,839.48
5/18/2026 20:25:40,33,913.47,839.39
5/18/2026 20:26:14,33,913.44,839.66
5/18/2026 20:26:48,32.9,913.39,840.11
5/18/2026 20:27:22,33,913.37,840.3
5/18/2026 20:27:56,32.9,913.36,840.39
5/18/2026 20:28:30,32.9,913.42,839.84
5/18/2026 20:29:03,33,913.37,840.3
5/18/2026 20:29:37,33,913.38,840.21
5/18/2026 20:30:14,33,913.34,840.57
5/18/2026 20:30:48,33,913.36,840.39
5/18/2026 20:31:22,33,913.32,840.75
5/18/2026 20:31:56,33,913.3,840.93
5/18/2026 20:32:31,32.9,913.34,840.57
5/18/2026 20:33:04,32.9,913.3,840.93
5/18/2026 20:33:38,32.9,913.32,840.75
5/18/2026 20:34:13,33,913.31,840.84
5/18/2026 20:34:48,33.1,913.34,840.57
5/18/2026 20:35:34,33.1,913.37,840.3
5/18/2026 20:35:58,33.1,913.33,840.66
5/18/2026 20:36:33,33.1,913.29,841.02
5/18/2026 20:37:08,33.1,913.36,840.39
5/18/2026 20:37:42,33.2,913.33,840.66
5/18/2026 20:38:16,33.1,913.32,840.75
5/18/2026 20:38:50,33.1,913.42,839.84
5/18/2026 20:39:24,33.1,913.39,840.11
5/18/2026 20:39:59,33.1,913.39,840.11
5/18/2026 20:40:34,33.1,913.32,840.75
5/18/2026 20:41:08,33.1,913.36,840.39
5/18/2026 20:41:42,33.2,913.34,840.57
5/18/2026 20:42:16,33.1,913.38,840.21
5/18/2026 20:42:52,33.1,913.47,839.39
5/18/2026 20:43:25,33.2,913.39,840.11
5/18/2026 20:43:59,33.2,913.46,839.48
5/18/2026 20:44:32,33,913.44,839.66
5/18/2026 20:45:06,33.1,913.48,839.3
5/18/2026 20:45:40,33.2,913.41,839.93
